,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-1.7180518,-0.82253885,-0.5953807,-0.59411335,-1.1176978,-0.03704224,-0.40258032,0.05483373,0.0,0.0,0.13165803,0.144561,0.0,0.0,0.18316326,0.0,0.0,0.0,0.0,-0.32004747,0.0020278064,-0.003695042
1,-1.7227346,-4.763174,-4.765409,-4.771348,-0.027896367,-0.424337,-0.14189649,-0.0046214093,0.0,0.0,0.0017367571,0.024088496,0.0,0.0,-0.0006150394,0.0,-0.0316386,0.0,0.0,-0.22965549,0.0039477306,0.031044573
2,-1.6310968,-0.06918806,-0.39884874,-0.16366147,0.76100975,0.0,-0.8879374,-0.5398409,0.0,0.0,-0.47933656,-0.5286929,0.0,0.0,-0.5225077,0.0,0.0,0.0,0.0,1.6890135,0.013936749,0.04986873
3,-1.6551621,-2.6940432,-2.4237869,-2.5789704,-0.09765523,-0.048885997,-0.45604238,0.09906184,0.0,0.0,0.14273943,-0.19491492,0.0,0.0,0.1586347,0.0,0.0,0.0,0.0,-0.19527061,0.017264197,0.12297081
4,-1.7170081,-1.6069462,-2.3509572,-2.3724637,0.29315555,-0.2268486,0.56287396,-0.23774701,0.0,0.0,-0.056640644,-0.012139794,0.0,0.0,-0.07055721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,-0.28743568,-0.26255023,-0.15576524,-0.27073205,-0.09150981,-0.33181077,-0.901365,0.0,0.0,-0.9180408,-0.94994396,0.0,0.0,-0.9537428,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
6,-1.7212185,-2.1505094,-2.0244246,-2.0361314,-0.011302956,-0.08328442,0.7457352,-0.12174053,0.0,0.0,0.14313443,-0.08579563,0.0,0.0,0.15391347,0.0,0.0,0.0,0.0,-0.24711472,0.0025774965,-0.0023294888
7,0.0,-5.3192043,-4.630663,-9.604796,0.23708981,-0.087362334,-0.109250315,-0.11181034,0.0,0.0,-0.08084134,-0.0051917434,0.0,0.0,-0.0640785,0.0,0.0,0.0,0.0,-0.08442848,0.01021008,0.0364783
8,-1.7319071,-1.5709498,-1.6896996,-1.696288,-0.59061867,-0.05396611,1.0234019,-0.38946962,0.0,0.0,-0.41027927,-0.37716416,0.0,0.0,-0.42591834,0.0,0.0,0.0,0.0,-0.1350962,0.0006979072,0.0053712134
9,-1.7395184,-0.89564794,-0.7776255,-0.74273515,0.8952135,-0.044844095,0.41082653,-0.28562686,0.0,0.0,-0.28571162,-0.30926654,0.0,0.0,-0.3061022,0.0,0.0,0.0,0.0,-0.041123807,0.0018181382,-0.0075145746
10,-1.7536047,-1.6649611,2.7483778,2.746931,-0.27648473,-0.09315582,0.47692236,0.02394757,0.0,0.0,0.041590024,0.024650622,0.0,0.0,0.028185552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-1.7311144,-1.6242763,-1.3987514,-1.3999906,-0.64042675,-0.04745428,-0.9483058,-0.4639172,0.0,0.0,-0.47990957,-0.48182744,0.0,0.0,-0.50557554,0.0,-0.031638596,0.0,0.0,-0.3497753,0.0019675877,0.00023197911
12,-1.7180518,-0.82253885,-0.96819144,-0.9660836,1.491713,-0.03704224,-0.20038027,-0.8307363,0.0,0.0,-0.8219791,-0.7130041,0.0,0.0,-0.8976585,0.0,0.0,0.0,0.0,-1.150297,-0.4229918,-0.42068794
13,-1.7227346,-4.7466016,-4.78033,-4.7862864,-0.13341454,-0.10924295,-0.44930062,-0.5357015,0.0,0.0,-0.5857058,-0.54463863,0.0,0.0,-0.5956495,0.0,-0.0316386,0.0,0.0,-0.28171977,-0.022609774,0.004809305
14,-1.6310968,-0.88004434,1.7567309,2.039869,-0.88619757,0.0,0.759442,-0.5143689,0.0,0.0,-0.5563941,-0.549264,0.0,0.0,-0.58644646,0.0,0.0,0.0,0.0,0.32433793,-0.68812937,-0.6384503
15,-1.6551621,-2.6567543,-2.451943,-2.6155922,-1.1591235,-0.048885997,-0.45604238,-0.5407079,0.0,0.0,-0.56647843,-0.6096637,0.0,0.0,-0.62333083,0.0,0.0,0.0,0.0,1.7639662,1.0620996,1.1322467
16,-1.7170081,-1.7454995,-1.9080421,-1.926839,-0.78859955,-0.2268486,-0.6666453,-0.8205011,0.0,0.0,-0.7828021,-0.13379507,0.0,0.0,-1.050518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,-0.27202275,-0.25806627,-0.15608872,-0.33054912,-0.08967318,-0.33181077,-0.28992644,0.0,0.0,-0.27739823,-0.2937482,0.0,0.0,-0.2815012,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
18,-1.7212185,-2.0554206,-2.0424678,-2.0542662,-1.4241947,-0.08328442,-0.48316115,-0.4349554,0.0,0.0,-0.07644181,-0.39326626,0.0,0.0,-0.10804222,0.0,0.0,0.0,0.0,-1.1539576,-0.4613976,-0.4579794
19,0.0,-5.3192043,-5.2708397,-9.877554,-1.099883,-0.087362334,-0.57579976,-0.59171367,0.0,0.0,-0.59873116,-0.5481506,0.0,0.0,-0.60625494,0.0,0.0,0.0,0.0,-0.17109947,-0.034494683,-0.0073303757
20,-1.7319071,-1.8582765,-1.848247,-1.8555276,-0.59061867,-0.05396611,-1.2312385,-0.46195123,0.0,0.0,-0.5022109,-0.4543271,0.0,0.0,-0.5165682,0.0,0.0,0.0,0.0,-0.13398685,0.0012670156,0.005928177
21,-1.7395184,-0.89564794,-0.80439645,-0.7684502,-0.02436897,-0.044844095,-0.38227475,0.31353644,0.0,0.0,0.3281736,0.3213393,0.0,0.0,0.33368626,0.0,0.0,0.0,0.0,-0.6535653,-0.31248632,-0.31588542
22,-1.7536047,-1.6649611,-1.244505,-1.2509979,-0.55746514,-0.09315582,-0.37169388,-0.5448733,0.0,0.0,-0.56178236,-0.5484419,0.0,0.0,-0.5753245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-1.7311144,-1.5753677,-1.6511296,-1.6526123,1.3341675,-0.04745428,0.09150319,-0.5339581,0.0,0.0,-0.5620236,-0.5255908,0.0,0.0,-0.58974,0.0,-0.031638596,0.0,0.0,-1.1406748,-0.40306097,-0.39714852
24,-1.7180518,-0.82253885,-0.96819144,-0.9660836,-0.24789418,-0.03704224,-0.40258032,-1.0454762,0.0,0.0,-1.1585569,-1.3228486,0.0,0.0,-1.1858777,0.0,0.0,0.0,0.0,1.3335901,1.4140764,1.3816864
25,-1.7227346,-4.7466016,-4.78033,-4.7862864,-0.09384522,-0.24790175,-0.30748957,-0.7426287,0.0,0.0,-0.8304241,-0.75851154,0.0,0.0,-0.84166163,0.0,-0.0316386,0.0,0.0,0.863694,0.7652629,0.7831223
26,-1.6310968,-0.88004434,1.7567309,2.039869,0.76100975,0.0,0.759442,-0.9964491,0.0,0.0,-1.0572683,-1.037093,0.0,0.0,-1.0979567,0.0,0.0,0.0,0.0,-0.13055393,-0.7661367,-0.7149302
27,-1.6551621,-2.6567543,-2.451943,-2.6155922,-1.1591235,-0.048885997,0.36197066,-0.8900932,0.0,0.0,-1.3130236,-0.8777849,0.0,0.0,-1.4052964,0.0,0.0,0.0,0.0,1.4374269,0.48163548,0.5715379
28,-1.7170081,-1.7454995,-1.9080421,-1.926839,-0.78859955,-0.2268486,-0.42074144,-1.1110841,0.0,0.0,-1.5089636,-1.6860099,0.0,0.0,-1.5404985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,-0.27202275,-0.25806627,-0.15608872,-0.33054912,-0.08878143,-0.33181077,-0.9554875,0.0,0.0,-1.0782014,-0.99949646,0.0,0.0,-1.1218033,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
30,-1.7212185,-2.0554206,-2.0424678,-2.0542662,1.4015887,-0.08328442,0.7457352,-0.8573769,0.0,0.0,-1.3792609,-1.0238143,0.0,0.0,-1.490586,0.0,0.0,0.0,0.0,1.4694093,1.482879,1.4514108
31,0.0,-5.3192043,-5.2708397,-9.877554,1.1284051,-0.087362334,1.5819912,-0.904845,0.0,0.0,-0.8892547,-0.759877,0.0,0.0,-0.89037627,0.0,0.0,0.0,0.0,0.89393365,0.71286374,0.7250475
32,-1.7319071,-1.8582765,-1.848247,-1.8555276,1.3586177,-0.05396611,2.8681078,-1.031046,0.0,0.0,-1.0767834,-1.2126235,0.0,0.0,-1.139786,0.0,0.0,0.0,0.0,0.6687089,0.55012363,0.54307216
33,-1.7395184,-0.89564794,-0.80439645,-0.7684502,0.4354222,-0.044844095,0.41082653,-0.9983342,0.0,0.0,-1.050707,-1.0745353,0.0,0.0,-1.1012678,0.0,0.0,0.0,0.0,0.056944378,0.27845913,0.26390383
34,-1.7536047,-1.6649611,-1.244505,-1.2509979,0.5664566,-0.09315582,-0.937438,-0.75991523,0.0,0.0,-0.82297623,-0.7652974,0.0,0.0,-0.84645087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-1.7311144,-1.5753677,-1.6511296,-1.6526123,0.01777133,-0.04745428,0.50742686,-1.0210172,0.0,0.0,-1.0664383,-1.1886374,0.0,0.0,-1.1227812,0.0,-0.031638596,0.0,0.0,1.3308861,1.4195676,1.3910638
36,-1.7180518,-0.82253885,-0.2107347,-0.21033454,3.2313206,-0.03704224,1.6194208,2.479476,0.0,0.0,2.4877028,2.5434735,0.0,0.0,2.5849893,0.0,0.0,0.0,0.0,0.5067714,0.42616928,0.41243634
37,-1.7227346,-4.723847,-4.740849,-4.7467594,0.06443203,-0.22240235,-0.1991494,1.0039841,0.0,0.0,1.1867195,1.0344754,0.0,0.0,1.1955132,0.0,-0.0316386,0.0,0.0,0.16082649,0.037144616,0.06383866
38,-1.6310968,-0.3394735,-0.33352816,-0.09688781,0.76100975,0.0,0.759442,3.0156186,0.0,0.0,2.911196,3.2358193,0.0,0.0,2.8023086,0.0,0.0,0.0,0.0,1.6890135,0.8330139,0.85290754
39,-1.6551621,-2.5798457,-2.3938713,-2.5445027,-0.09765523,-0.048885997,1.1799836,1.4686162,0.0,0.0,2.6934354,1.1524324,0.0,0.0,2.8173177,0.0,0.0,0.0,0.0,2.0905058,0.8879603,0.964034
40,-1.7170081,-2.2730677,-2.234755,-2.2555509,-0.247722,-0.2268486,-0.17483759,2.817345,0.0,0.0,2.8480053,1.7736176,0.0,0.0,2.379345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,-0.26541722,-0.2516606,-0.15188326,3.3182924,-0.08905142,2.425009,1.9188586,0.0,0.0,1.8046901,1.9308604,0.0,0.0,1.7352237,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
42,-1.7212185,-2.2549207,-2.1922276,-2.2047863,-0.7177488,-0.08328442,0.131287,0.77505505,0.0,0.0,1.9290212,0.91350186,0.0,0.0,2.0458155,0.0,0.0,0.0,0.0,0.6273409,0.46655256,0.45332044
43,0.0,-5.3192043,-4.6503606,-8.018608,-0.65422535,-0.087362334,-0.38140416,1.7582681,0.0,0.0,1.6143005,1.0283333,0.0,0.0,1.5754839,0.0,0.0,0.0,0.0,2.7381456,1.9640634,1.9511676
44,-1.7319071,-1.7258369,-1.6983871,-1.7050134,-1.2403641,-0.05396611,-0.6163365,2.4497514,0.0,0.0,2.611972,2.5941207,0.0,0.0,2.6901705,0.0,0.0,0.0,0.0,2.2737753,1.6478715,1.617394
45,-1.7395184,-0.89564794,0.34675437,0.3372964,1.814796,-0.044844095,0.41082653,2.5879874,0.0,0.0,2.7081592,2.733069,0.0,0.0,2.8197215,0.0,0.0,0.0,0.0,0.8856784,0.8472574,0.821964
46,-1.7536047,-1.6649611,-1.4383342,-1.445072,-0.27648473,-0.09315582,0.47692236,1.0380797,0.0,0.0,1.1899675,1.0456434,0.0,0.0,1.2406427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-1.7311144,-1.5523518,-1.4375788,-1.4388554,1.3341675,-0.04745428,0.92335033,2.6873133,0.0,0.0,2.6638844,2.9501345,0.0,0.0,2.875028,0.0,-0.031638596,0.0,0.0,0.5399866,0.4576247,0.44728506
48,-1.7180518,-0.82253885,-0.2107347,-0.94246644,-1.1176978,-0.03704224,-1.4135809,-0.8373373,0.0,0.0,-0.8219791,-0.71564066,0.0,0.0,-0.8976585,0.0,0.0,0.0,0.0,-1.150297,-1.0159117,-1.0024103
49,-1.7227346,-4.723847,-4.740849,-4.7597146,-0.18617362,-0.4212782,-0.47044018,-0.74217325,0.0,0.0,-0.8114168,-0.7441522,0.0,0.0,-0.8246953,0.0,-0.0316386,0.0,0.0,-0.724266,-0.69185895,-0.65631944
50,-1.6310968,-0.3394735,-0.33352816,-0.16366147,-0.88619757,0.0,-0.8879374,-0.9964491,0.0,0.0,-1.0572683,-1.037093,0.0,0.0,-1.0979567,0.0,0.0,0.0,0.0,0.77922976,-0.07967207,-0.041907143
51,-1.6551621,-2.5798457,-2.3938713,-2.5445027,0.963813,-0.048885997,-0.8650489,-0.7033189,0.0,0.0,-0.90242374,-0.55115193,0.0,0.0,-0.9621826,0.0,0.0,0.0,0.0,-0.19527061,-1.236538,-1.0881603
52,-1.7170081,-2.2730677,-2.234755,-1.2338332,-0.78859955,-0.2268486,-0.42074144,-0.76810086,0.0,0.0,-0.4197214,-0.06719547,0.0,0.0,-0.56053764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,-0.26541722,-0.2516606,-0.16029419,-0.21091495,-0.08849016,-0.29505318,-0.093915045,0.0,0.0,-0.27739823,-0.10454761,0.0,0.0,-0.2815012,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
54,-1.7212185,-2.2549207,-2.1922276,-1.9200677,-0.7177488,-0.08328442,0.33610317,-0.13702287,0.0,0.0,-0.5302327,-0.14438368,0.0,0.0,-0.5591881,0.0,0.0,0.0,0.0,-1.1539576,-1.0844498,-1.0698522
55,0.0,-5.3192043,-4.6503606,-8.278776,-1.099883,-0.087362334,-0.88683265,-0.904845,0.0,0.0,-0.8892547,-0.759877,0.0,0.0,-0.89037627,0.0,0.0,0.0,0.0,2.9175897,1.7213838,1.7133523
56,-1.7319071,-1.7258369,-1.6983871,-1.6831998,1.3586177,-0.05396611,-0.20640193,-0.7167126,0.0,0.0,-0.6860741,-0.67435503,0.0,0.0,-0.68653667,0.0,0.0,0.0,0.0,-0.12659405,-0.65179527,-0.63319767
57,-1.7395184,-0.89564794,0.34675437,-0.94845545,-1.4037426,-0.044844095,-1.3736513,-0.9983342,0.0,0.0,-1.050707,-1.0745353,0.0,0.0,-1.1012678,0.0,0.0,0.0,0.0,-0.043449555,-0.08475483,-0.09245318
58,-1.7536047,-1.6649611,-1.4383342,-2.1825542,-1.119426,-0.09315582,-1.2203101,-0.75249076,0.0,0.0,-0.8080196,-0.75781924,0.0,0.0,-0.8308647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-1.7311144,-1.5523518,-1.4375788,-1.5748826,-1.2986248,-0.04745428,-1.3642293,-0.98944205,0.0,0.0,-1.0429772,-0.9799571,0.0,0.0,-1.1087538,0.0,-0.031638596,0.0,0.0,-1.1406748,-1.0106038,-0.99321926
60,-1.7180518,-0.82253885,-0.76107436,-0.75943345,1.491713,-0.03704224,0.40622014,0.018115476,0.0,0.0,-0.092727184,-0.09249884,0.0,0.0,-0.10505589,0.0,0.0,0.0,0.0,0.496479,0.5587684,0.5425312
61,-1.7227346,-4.715692,-4.7333226,-4.739224,0.024862716,-0.29273865,-0.33655643,-0.43403235,0.0,0.0,-0.42176834,-0.43706998,0.0,0.0,-0.43265122,0.0,-0.0316386,0.0,0.0,0.5252764,0.48640913,0.5076519
62,-1.6310968,-0.3394735,-0.26820755,-0.030114166,-0.88619757,0.0,0.759442,0.66960496,0.0,0.0,0.7535844,0.53176856,0.0,0.0,0.692329,0.0,0.0,0.0,0.0,-1.0403377,-1.6242175,-1.556209
63,-1.6551621,-2.5798457,-2.3903518,-2.5401943,-0.09765523,-0.048885997,0.77097726,0.10463798,0.0,0.0,0.7275331,0.13681084,0.0,0.0,0.75814164,0.0,0.0,0.0,0.0,0.13126887,-0.7373391,-0.6059507
64,-1.7170081,-0.95858794,-1.0542098,-1.067783,-0.247722,-0.2268486,-0.91254914,-0.21710451,0.0,0.0,-0.4197214,-0.07607541,0.0,0.0,-0.56053764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,-0.2643163,-0.2615894,-0.16902862,-0.27073205,-0.0822836,-0.33181077,-0.2709104,0.0,0.0,-0.43755886,-0.2802339,0.0,0.0,-0.44956163,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
66,-1.7212185,-2.1038973,-2.0713372,-2.0832822,-0.7177488,-0.08328442,0.33610317,-0.10649475,0.0,0.0,0.78722477,-0.082459025,0.0,0.0,0.77969646,0.0,0.0,0.0,0.0,0.5301792,0.53283477,0.5184133
67,0.0,-5.3192043,-5.2708397,-7.7500467,-0.20856777,-0.087362334,-0.24532722,-0.0865666,0.0,0.0,-0.18947189,-0.44367817,0.0,0.0,-0.2413285,0.0,0.0,0.0,0.0,-0.7243344,-1.6946442,-1.6342027
68,-1.7319071,-1.8672554,-1.8395596,-1.8468021,-1.2403641,-0.05396611,-0.0014345817,0.17417894,0.0,0.0,0.21025904,0.18084893,0.0,0.0,0.23129314,0.0,0.0,0.0,0.0,-0.93734026,-1.2362374,-1.2051679
69,-1.7395184,-0.89564794,0.9624862,0.9287423,1.3550045,-0.040879257,1.0056523,0.7469786,0.0,0.0,0.7815042,0.8069973,0.0,0.0,0.82723737,0.0,0.0,0.0,0.0,-0.8950533,-0.79872996,-0.7929494
70,-1.7536047,-1.6649611,-1.2600113,-1.2665238,-0.55746514,-0.09315582,1.3255388,-0.4259152,0.0,0.0,-0.3465528,-0.42721838,0.0,0.0,-0.3321081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-1.7311144,-1.264654,-1.1352795,-1.1362643,1.3341675,-0.04745428,1.1313121,0.532007,0.0,0.0,0.57584214,0.5407381,0.0,0.0,0.64467126,0.0,-0.031638596,0.0,0.0,0.44112417,0.5082533,0.49695763
72,-1.7180518,-0.82253885,-0.76107436,-0.75943345,-0.24789418,-0.03704224,0.20401992,-1.0454762,0.0,0.0,-1.1585569,0.6704945,0.0,0.0,0.85567456,0.0,0.0,0.0,0.0,2.1398244,1.9213904,1.8794194
73,-1.7227346,-4.715692,-4.7333226,-4.739224,-0.027896367,-0.2903302,-0.24230929,-0.7426287,0.0,0.0,-0.8304241,-0.75851154,0.0,0.0,0.15571783,0.0,-0.0316386,0.0,0.0,1.5144973,1.282502,1.2940853
74,-1.6310968,-0.3394735,-0.26820755,-0.030114166,0.76100975,0.0,-0.8879374,-0.9964491,0.0,0.0,-1.0572683,-1.037093,0.0,0.0,1.7153493,0.0,0.0,0.0,0.0,3.0536892,2.2204304,2.2131572
75,-1.6551621,-2.5798457,-2.3903518,-2.5401943,-0.09765523,-0.048885997,-0.047035784,-0.8900932,0.0,0.0,-1.3130236,-0.8777849,0.0,0.0,1.4097797,0.0,0.0,0.0,0.0,3.0701241,2.0571806,2.093462
76,-1.7170081,-0.95858794,-1.0542098,-1.067783,1.3749107,-0.2268486,-0.17483759,-1.1110841,0.0,0.0,-1.5089636,-1.6860099,0.0,0.0,0.9094036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,-0.2643163,-0.2615894,-0.16902862,-0.21091495,-0.089487776,-0.29505318,-0.9554875,0.0,0.0,-1.0782014,-0.99949646,0.0,0.0,1.9032841,0.0,0.0,0.0,0.0,-0.105462536,0.002107243,0.026119787
